TERYT;Name;Revenue per person
2415052;Godów (2);5316.80
2415062;Gorzyce (2);5201.56
2415072;Lubomia (2);6762.17
2415082;Marklowice (2);6182.29
2415092;Mszana (2);6358.64
2416000;Powiat zawierciański;5349.52
2416011;Poręba (1);4397.43
2416021;Zawiercie (1);5355.90
2416032;Irządze (2);5855.12
2416042;Kroczyce (2);5878.68
2416053;Łazy (3);5139.21
2416063;Ogrodzieniec (3);5851.99
2416073;Pilica (3);5133.36
2416083;Szczekociny (3);5720.43
2416092;Włodowice (2);5621.48
2416102;Żarnowiec (2);5237.54
2417000;Powiat żywiecki;5479.91
2417011;Żywiec (1);5539.53
2417022;Czernichów (2);5011.45
2417032;Gilowice (2);5506.18
2417042;Jeleśnia (2);5260.80
2417052;Koszarawa (2);6677.56
2417062;Lipowa (2);5293.45
2417072;Łękawica (2);5514.81
2417082;Łodygowice (2);5193.18
2417092;Milówka (2);5363.65
2417102;Radziechowy-Wieprz (2);5370.59
2417112;Rajcza (2);5978.28
2417122;Ślemień (2);6417.95
2417132;Świnna (2);6314.33
2417142;Ujsoły (2);5143.61
2417152;Węgierska Górka (2);5273.92
2461000;Powiat m.Bielsko-Biała;8151.40
2461011;Bielsko-Biała (1);8151.40
2462000;Powiat m.Bytom;6345.64
2462011;Bytom (1);6345.64
2463000;Powiat m.Chorzów;6904.34
2463011;Chorzów (1);6904.34
2464000;Powiat m.Częstochowa;6756.78
2464011;Częstochowa (1);6756.78
2465000;Powiat m.Dąbrowa Górnicza;7788.75
2465011;Dąbrowa Górnicza (1);7788.75
2466000;Powiat m.Gliwice;8896.50
2466011;Gliwice (1);8896.50
2467000;Powiat m.Jastrzębie-Zdrój;6655.52
2467011;Jastrzębie-Zdrój (1);6655.52
2468000;Powiat m.Jaworzno;7033.31
2468011;Jaworzno (1);7033.31
2469000;Powiat m.Katowice;8176.27
2469011;Katowice (1);8176.27
2470000;Powiat m.Mysłowice;6559.97
2470011;Mysłowice (1);6559.97
2471000;Powiat m.Piekary Śląskie;6118.58
2471011;Piekary Śląskie (1);6118.58
2472000;Powiat m.Ruda Śląska;6501.52
2472011;Ruda Śląska (1);6501.52
2473000;Powiat m.Rybnik;7302.49
2473011;Rybnik (1);7302.49
2474000;Powiat m.Siemianowice Śląskie;6694.68
2474011;Siemianowice Śląskie (1);6694.68
2475000;Powiat m.Sosnowiec;6324.86
2475011;Sosnowiec (1);6324.86
2476000;Powiat m.Świętochłowice;6323.71
2476011;Świętochłowice (1);6323.71
2477000;Powiat m.Tychy;7739.92
2477011;Tychy (1);7739.92
2478000;Powiat m.Zabrze;6295.62
2478011;Zabrze (1);6295.62
2479000;Powiat m.Żory;6696.16
2479011;Żory (1);6696.16
2600000;ŚWIĘTOKRZYSKIE;5824.60
2601000;Powiat buski;5534.67
2601013;Busko-Zdrój (3);5546.14
2601022;Gnojno (2);5947.60
2601033;Nowy Korczyn (3);5136.38
2601043;Pacanów (3);5420.98
2601052;Solec-Zdrój (2);6598.17
2601063;Stopnica (3);4975.12
2601072;Tuczępy (2);5518.10
2601083;Wiślica (3);5530.71
2602000;Powiat jędrzejowski;5417.38
2602012;Imielno (2);5443.78
2602023;Jędrzejów (3);5238.75
2602033;Małogoszcz (3);5418.98
2602042;Nagłowice (2);5742.70
2602052;Oksa (2);5996.47
2602063;Sędziszów (3);5323.76
2602072;Słupia (2);5510.68
2602082;Sobków (2);5344.79
2603000;Powiat kazimierski;5287.48
2603012;Bejsce (2);5120.72
2603022;Czarnocin (2);5073.13
2603033;Kazimierza Wielka (3);5431.15
2603043;Opatowiec (3);5170.66
2603053;Skalbmierz (3);5215.62
2604000;Powiat kielecki;6137.08
2604012;Bieliny (2);6528.75
2604023;Bodzentyn (3);5413.86
2604033;Chęciny (3);5135.40
2604043;Chmielnik (3);6104.86
2604053;Daleszyce (3);5562.30
2604062;Górno (2);7022.07
2604073;Łagów (3);6401.29
2604082;Łopuszno (2);6227.67
2604092;Masłów (2);5126.87
2604102;Miedziana Góra (2);5987.38
2604112;Mniów (2);5707.17
2604123;Morawica (3);6797.28
2604133;Nowa Słupia (3);6698.10
2604142;Piekoszów (2);5486.43
2604153;Pierzchnica (3);6104.98
2604162;Raków (2);7967.64
2604172;Nowiny (2);8684.70
2604182;Strawczyn (2);6343.87
2604192;Zagnańsk (2);5524.49
2605000;Powiat konecki;5319.08
2605012;Fałków (2);5921.46
2605022;Gowarczów (2);4959.85
2605033;Końskie (3);5548.20
2605043;Radoszyce (3);5812.51
2605052;Ruda Maleniecka (2);5370.79
2605062;Słupia Konecka (2);6083.55
2605072;Smyków (2);5495.94
2605083;Stąporków (3);4311.29
2606000;Powiat opatowski;5456.22
2606012;Baćkowice (2);6625.65
2606022;Iwaniska (2);5877.81
2606032;Lipnik (2);5019.10
2606043;Opatów (3);4192.19
2606053;Ożarów (3);6996.91
2606062;Sadowie (2);4788.49
2606072;Tarłów (2);4236.51
2606082;Wojciechowice (2);5695.89
2607000;Powiat ostrowiecki;4735.42
2607011;Ostrowiec Świętokrzyski (1);4392.23
2607022;Bałtów (2);6575.89
2607032;Bodzechów (2);5723.12
2607043;Ćmielów (3);4315.64
2607053;Kunów (3);4845.49
2607062;Waśniów (2);5618.12
2608000;Powiat pińczowski;5076.58
2608013;Działoszyce (3);5631.28
2608022;Kije (2);5184.51
2608032;Michałów (2);5408.25
2608043;Pińczów (3);4970.74
2608052;Złota (2);4512.11
2609000;Powiat sandomierski;5424.39
2609011;Sandomierz (1);5364.20
2609022;Dwikozy (2);5159.13
2609033;Klimontów (3);6302.23
2609043;Koprzywnica (3);6073.14
2609052;Łoniów (2);5081.28
2609062;Obrazów (2);5431.40
2609072;Samborzec (2);4996.67
2609082;Wilczyce (2);5366.72
2609093;Zawichost (3);5130.40
2610000;Powiat skarżyski;4830.20
2610011;Skarżysko-Kamienna (1);4609.28
2610022;Bliżyn (2);4341.30
2610032;Łączna (2);4994.43
2610042;Skarżysko Kościelne (2);4963.38
2610053;Suchedniów (3);6038.13
2611000;Powiat starachowicki;5498.40
2611011;Starachowice (1);5320.49
2611022;Brody (2);6194.38
2611032;Mirzec (2);5462.83
2611042;Pawłów (2);5939.00
2611053;Wąchock (3);4707.57
2612000;Powiat staszowski;5593.85
2612012;Bogoria (2);6643.80
2612022;Łubnice (2);5530.73
2612033;Oleśnica (3);5342.06
2612043;Osiek (3);4947.28
2612053;Połaniec (3);7115.07
2612062;Rytwiany (2);5139.85
2612073;Staszów (3);4915.29
2612083;Szydłów (3);5710.78
2613000;Powiat włoszczowski;5339.73
2613012;Kluczewsko (2);6566.27
2613022;Krasocin (2);5183.35
2613032;Moskorzew (2);4668.97
2613042;Radków (2);5824.97
2613052;Secemin (2);4913.07
2613063;Włoszczowa (3);5230.08
2661000;Powiat m.Kielce;7806.72
2661011;Kielce (1);7806.72
2800000;WARMIŃSKO-MAZURSKIE;6023.73
2801000;Powiat bartoszycki;5700.24
2801011;Bartoszyce (1);5210.52
2801021;Górowo Iławeckie (1);6277.18
2801032;Bartoszyce (2);5644.76
2801043;Bisztynek (3);5765.79
2801052;Górowo Iławeckie (2);6192.35
2801063;Sępopol (3);6664.08
2802000;Powiat braniewski;5574.70
2802011;Braniewo (1);5406.27
2802022;Braniewo (2);5016.04
2802033;Frombork (3);5568.00
2802042;Lelkowo (2);6101.67
2802053;Pieniężno (3);5724.38
2802062;Płoskinia (2);6741.77
2802072;Wilczęta (2);5905.26
2803000;Powiat działdowski;5469.15
2803011;Działdowo (1);5052.82
2803022;Działdowo (2);5579.06
2803032;Iłowo-Osada (2);5625.18
2803043;Lidzbark (3);5205.59
2803052;Płośnica (2);5773.67
2803062;Rybno (2);6670.99
2804000;Powiat elbląski;5723.91
2804012;Elbląg (2);6155.93
2804022;Godkowo (2);6237.04
2804032;Gronowo Elbląskie (2);5448.85
2804042;Markusy (2);5900.79
2804052;Milejewo (2);5724.86
2804063;Młynary (3);6398.95
2804073;Pasłęk (3);5209.07
2804082;Rychliki (2);6799.73
2804093;Tolkmicko (3);5542.01
2805000;Powiat ełcki;5581.46
2805011;Ełk (1);5292.24
2805022;Ełk (2);6331.87
2805032;Kalinowo (2);6316.45
2805042;Prostki (2);5977.38
2805052;Stare Juchy (2);5929.63
2806000;Powiat giżycki;5805.19
2806011;Giżycko (1);5481.30
2806042;Giżycko (2);6625.11
2806052;Kruklanki (2);5743.36
2806062;Miłki (2);5834.58
2806083;Ryn (3);6795.18
2806102;Wydminy (2);5313.96
2807000;Powiat iławski;5824.76
2807011;Iława (1);5684.68
2807021;Lubawa (1);6447.34
2807032;Iława (2);5645.04
2807043;Kisielice (3);5873.81
2807052;Lubawa (2);5639.50
2807063;Susz (3);6115.70
2807073;Zalewo (3);5607.53
2808000;Powiat kętrzyński;5423.18
2808011;Kętrzyn (1);5207.22
2808022;Barciany (2);6166.96
2808032;Kętrzyn (2);5741.06
2808043;Korsze (3);5497.60
2808053;Reszel (3);5249.76
2808062;Srokowo (2);5231.26
2809000;Powiat lidzbarski;5819.55
2809011;Lidzbark Warmiński (1);6138.56
2809022;Kiwity (2);6174.00
2809032;Lidzbark Warmiński (2);5480.35
2809042;Lubomino (2);6783.73
2809053;Orneta (3);5201.19
2810000;Powiat mrągowski;5849.85
2810011;Mrągowo (1);5419.92
2810023;Mikołajki (3);7400.57
2810032;Mrągowo (2);5542.67
2810042;Piecki (2);5741.50
2810052;Sorkwity (2);5828.38
2811000;Powiat nidzicki;5786.26
2811012;Janowiec Kościelny (2);6372.60
2811022;Janowo (2);6026.52
2811032;Kozłowo (2);5685.83
2811043;Nidzica (3);5695.53
2812000;Powiat nowomiejski;6187.44
2812011;Nowe Miasto Lubawskie (1);5482.16
2812022;Biskupiec (2);5909.34
2812032;Grodziczno (2);6726.27
2812042;Kurzętnik (2);6695.63
2812052;Nowe Miasto Lubawskie (2);6456.07
2813000;Powiat olecki;5699.41
2813032;Kowale Oleckie (2);6160.69
2813043;Olecko (3);5571.93
2813052;Świętajno (2);5756.21
2813062;Wieliczki (2);5793.81
2814000;Powiat olsztyński;6307.68
2814013;Barczewo (3);5689.17
2814023;Biskupiec (3);5785.11
2814033;Dobre Miasto (3);4980.70
2814042;Dywity (2);6705.56
2814052;Gietrzwałd (2);8754.20
2814063;Jeziorany (3);5970.98
2814072;Jonkowo (2);7593.19
2814082;Kolno (2);5617.08
2814093;Olsztynek (3);5247.34
2814102;Purda (2);7046.10
2814112;Stawiguda (2);8560.46
2814122;Świątki (2);6164.72
2815000;Powiat ostródzki;5443.24
2815011;Ostróda (1);5050.94
2815022;Dąbrówno (2);6004.35
2815032;Grunwald (2);6573.11
2815042;Łukta (2);5234.05
2815052;Małdyty (2);5485.44
2815063;Miłakowo (3);5666.49
2815073;Miłomłyn (3);5695.62
2815083;Morąg (3);5349.86
2815092;Ostróda (2);5731.11
2816000;Powiat piski;5295.97
2816013;Biała Piska (3);5543.62
2816023;Orzysz (3);5687.88
2816033;Pisz (3);5163.28
2816043;Ruciane-Nida (3);4961.24
2817000;Powiat szczycieński;5761.25
2817011;Szczytno (1);5347.62
2817022;Dźwierzuty (2);5621.61
2817032;Jedwabno (2);6289.83
2817043;Pasym (3);6720.44
2817052;Rozogi (2);6366.30
2817062;Szczytno (2);5363.24
2817072;Świętajno (2);5440.65
2817083;Wielbark (3);6873.86
2818000;Powiat gołdapski;5837.13
2818012;Banie Mazurskie (2);5007.57
2818022;Dubeninki (2);5897.42
2818033;Gołdap (3);5978.98
2819000;Powiat węgorzewski;5239.14
2819012;Budry (2);5372.64
2819022;Pozezdrze (2);5962.08
2819033;Węgorzewo (3);5076.26
2861000;Powiat m.Elbląg;6112.78
2861011;Elbląg (1);6112.78
2862000;Powiat m.Olsztyn;7899.34
2862011;Olsztyn (1);7899.34
3000000;WIELKOPOLSKIE;6314.53
3001000;Powiat chodzieski;5724.13
3001011;Chodzież (1);4721.51
3001032;Chodzież (2);6414.00
3001043;Margonin (3);7255.17
3001053;Szamocin (3);6023.46
3002000;Powiat czarnkowsko-trzcianecki;5645.20
3002011;Czarnków (1);5997.00
3002022;Czarnków (2);5041.66
3002032;Drawsko (2);5479.19
3002043;Krzyż Wielkopolski (3);4864.42
3002052;Lubasz (2);5861.17
3002062;Połajewo (2);6021.19
3002073;Trzcianka (3);5615.89
3002083;Wieleń (3);6269.18
3003000;Powiat gnieźnieński;5581.94
3003011;Gniezno (1);5473.52
3003023;Czerniejewo (3);5791.23
3003032;Gniezno (2);5850.54
3003042;Kiszkowo (2);5460.76
3003053;Kłecko (3);6759.50
3003062;Łubowo (2);6138.03
3003072;Mieleszyn (2);5001.48
3003082;Niechanowo (2);5672.73
3003093;Trzemeszno (3);5358.61
3003103;Witkowo (3);5257.56
3004000;Powiat gostyński;5596.84
3004013;Borek Wielkopolski (3);5623.62
3004023;Gostyń (3);5308.56
3004033;Krobia (3);5810.25
3004042;Pępowo (2);6174.22
3004052;Piaski (2);5670.27
3004063;Pogorzela (3);5798.85
3004073;Poniec (3);5612.91
3005000;Powiat grodziski;5401.77
3005012;Granowo (2);6034.53
3005023;Grodzisk Wielkopolski (3);5361.85
3005032;Kamieniec (2);5373.78
3005043;Rakoniewice (3);5306.73
3005053;Wielichowo (3);5262.66
3006000;Powiat jarociński;5496.68
3006013;Jaraczewo (3);5477.87
3006023;Jarocin (3);5342.56
3006032;Kotlin (2);5933.40
3006043;Żerków (3);5883.57
3007000;Powiat kaliski;5694.63
3007012;Blizanów (2);5119.36
3007022;Brzeziny (2);6664.45
3007032;Ceków-Kolonia (2);6387.07
3007042;Godziesze Wielkie (2);5789.44
3007062;Lisków (2);5645.70
3007072;Mycielin (2);5093.34
3007083;Opatówek (3);5677.89
3007093;Stawiszyn (3);5299.72
3007102;Szczytniki (2);5978.78
3007112;Żelazków (2);6152.76
3008000;Powiat kępiński;6563.46
3008012;Baranów (2);8072.50
3008022;Bralin (2);5931.85
3008033;Kępno (3);5923.96
3008042;Łęka Opatowska (2);7541.63
3008052;Perzów (2);7916.84
3008062;Rychtal (2);6033.16
3008072;Trzcinica (2);6391.48
3009000;Powiat kolski;5376.83
3009011;Koło (1);5313.95
3009022;Babiak (2);5340.18
3009032;Chodów (2);4923.71
3009043;Dąbie (3);5852.87
3009052;Grzegorzew (2);5289.79
3009063;Kłodawa (3);5126.17
3009072;Koło (2);5450.99
3009082;Kościelec (2);5149.77
3009092;Olszówka (2);5539.70
3009102;Osiek Mały (2);5931.47
3009113;Przedecz (3);5507.73
3010000;Powiat koniński;5733.07
3010013;Golina (3);5388.98
3010022;Grodziec (2);6354.76
3010032;Kazimierz Biskupi (2);5558.98
3010043;Kleczew (3);7890.17
3010052;Kramsk (2);5109.84
3010062;Krzymów (2);5304.41
3010073;Rychwał (3);5424.88
3010082;Rzgów (2);5787.91
3010092;Skulsk (2);5431.20
3010103;Sompolno (3);5320.89
3010112;Stare Miasto (2);5765.35
3010123;Ślesin (3);5516.23
3010132;Wierzbinek (2);6449.13
3010142;Wilczyn (2);5373.13
3011000;Powiat kościański;5907.54
3011011;Kościan (1);5610.85
3011023;Czempiń (3);5920.65
3011032;Kościan (2);7064.51
3011043;Krzywiń (3);5906.33
3011053;Śmigiel (3);5235.69
3012000;Powiat krotoszyński;5168.62
3012011;Sulmierzyce (1);5519.50
3012023;Kobylin (3);5119.14
3012033;Koźmin Wielkopolski (3);5383.09
3012043;Krotoszyn (3);4851.73
3012052;Rozdrażew (2);5301.00
3012063;Zduny (3);6315.78
3013000;Powiat leszczyński;6106.50
3013012;Krzemieniewo (2);6055.34
3013022;Lipno (2);5772.30
3013033;Osieczna (3);7202.97
3013043;Rydzyna (3);6097.81
3013052;Święciechowa (2);5468.26
3013062;Wijewo (2);6126.01
3013072;Włoszakowice (2);5930.00
3014000;Powiat międzychodzki;5911.63
3014012;Chrzypsko Wielkie (2);6655.40
3014022;Kwilcz (2);5719.39
3014033;Międzychód (3);5867.28
3014043;Sieraków (3);5862.89
3015000;Powiat nowotomyski;5932.45
3015012;Kuślin (2);6026.12
3015023;Lwówek (3);6464.29
3015032;Miedzichowo (2);6635.74
3015043;Nowy Tomyśl (3);6117.44
3015053;Opalenica (3);5514.91
3015063;Zbąszyń (3);5491.08
3016000;Powiat obornicki;5285.93
3016013;Oborniki (3);5362.53
3016023;Rogoźno (3);5124.03
3016032;Ryczywół (2);5334.44
3017000;Powiat ostrowski;5685.01
3017011;Ostrów Wielkopolski (1);5358.20
3017023;Nowe Skalmierzyce (3);6548.42
3017033;Odolanów (3);6629.05
3017042;Ostrów Wielkopolski (2);5740.44
3017052;Przygodzice (2);5610.62
3017063;Raszków (3);5632.13
3017072;Sieroszewice (2);5306.04
3017082;Sośnie (2);5725.96
3018000;Powiat ostrzeszowski;5989.90
3018012;Czajków (2);7427.94
3018022;Doruchów (2);6169.86
3018033;Grabów nad Prosną (3);5555.67
3018042;Kobyla Góra (2);7337.41
3018052;Kraszewice (2);6944.40
3018063;Mikstat (3);6370.15
3018073;Ostrzeszów (3);5355.49
3019000;Powiat pilski;5300.39
3019011;Piła (1);5288.01
3019022;Białośliwie (2);5241.60
3019032;Kaczory (2);5231.47
3019043;Łobżenica (3);5563.65
3019052;Miasteczko Krajeńskie (2);7396.66
3019062;Szydłowo (2);5878.30
3019073;Ujście (3);4572.07
3019083;Wyrzysk (3);4928.49
3019093;Wysoka (3);5027.15
3020000;Powiat pleszewski;5709.59
3020013;Chocz (3);6200.47
3020022;Czermin (2);5656.84
3020033;Dobrzyca (3);5225.63
3020042;Gizałki (2);6180.30
3020052;Gołuchów (2);5748.11
3020063;Pleszew (3);5685.01
3021000;Powiat poznański;6723.61
3021011;Luboń (1);5505.14
3021021;Puszczykowo (1);6457.38
3021033;Buk (3);5703.73
3021042;Czerwonak (2);5968.70
3021052;Dopiewo (2);6809.61
3021062;Kleszczewo (2);7826.99
3021072;Komorniki (2);7262.29
3021083;Kostrzyn (3);5842.02
3021093;Kórnik (3);7751.34
3021103;Mosina (3);5518.32
3021113;Murowana Goślina (3);5032.94
3021123;Pobiedziska (3);6025.94
3021132;Rokietnica (2);5983.43
3021143;Stęszew (3);5310.56
3021152;Suchy Las (2);10678.20
3021163;Swarzędz (3);6333.36
3021172;Tarnowo Podgórne (2);10128.70
3022000;Powiat rawicki;5531.44
3022013;Bojanowo (3);4789.49
3022023;Jutrosin (3);6059.37
3022033;Miejska Górka (3);5502.26
3022042;Pakosław (2);5919.01
3022053;Rawicz (3);5568.31
3023000;Powiat słupecki;5644.76
3023011;Słupca (1);5133.22
3023022;Lądek (2);5478.41
3023032;Orchowo (2);6709.37
3023042;Ostrowite (2);6000.61
3023052;Powidz (2);10313.42
3023062;Słupca (2);5244.84
3023072;Strzałkowo (2);5297.98
3023083;Zagórów (3);5484.00
3024000;Powiat szamotulski;5708.42
3024011;Obrzycko (1);6488.68
3024022;Duszniki (2);5216.14
3024032;Kaźmierz (2);5413.11
3024042;Obrzycko (2);5438.12
3024053;Ostroróg (3);5270.81
3024063;Pniewy (3);7266.11
3024073;Szamotuły (3);5473.06
3024083;Wronki (3);5497.88
3025000;Powiat średzki;6160.31
3025012;Dominowo (2);5970.14
3025022;Krzykosy (2);8650.07
3025032;Nowe Miasto nad Wartą (2);6060.27
3025043;Środa Wielkopolska (3);5805.04
3025052;Zaniemyśl (2);5488.91
3026000;Powiat śremski;5401.65
3026012;Brodnica (2);5620.41
3026023;Dolsk (3);4905.19
3026033;Książ Wielkopolski (3);5509.88
3026043;Śrem (3);5423.97
3027000;Powiat turecki;5651.06
3027011;Turek (1);4880.22
3027022;Brudzew (2);6359.06
3027033;Dobra (3);6658.65
3027042;Kawęczyn (2);5841.28
3027052;Malanów (2);6638.34
3027062;Przykona (2);7253.08
3027073;Tuliszków (3);5502.92
3027082;Turek (2);5175.09
3027092;Władysławów (2);5862.67
3028000;Powiat wągrowiecki;5621.17
3028011;Wągrowiec (1);4855.31
3028022;Damasławek (2);6630.96
3028033;Gołańcz (3);5980.88
3028042;Mieścisko (2);6449.38
3028053;Skoki (3);6069.94
3028062;Wapno (2);5586.47
3028072;Wągrowiec (2);5795.19
3029000;Powiat wolsztyński;5114.29
3029012;Przemęt (2);5337.00
3029022;Siedlec (2);5001.75
3029033;Wolsztyn (3);5058.19
3030000;Powiat wrzesiński;5786.90
3030012;Kołaczkowo (2);6160.80
3030023;Miłosław (3);4896.95
3030033;Nekla (3);6268.30
3030043;Pyzdry (3);5710.53
3030053;Września (3);5864.55
3031000;Powiat złotowski;5303.73
3031011;Złotów (1);4994.08
3031023;Jastrowie (3);5068.10
3031033;Krajenka (3);5481.13
3031042;Lipka (2);5446.46
3031053;Okonek (3);5538.03
3031062;Tarnówka (2);5611.63
3031072;Zakrzewo (2);5043.71
3031082;Złotów (2);5774.89
3061000;Powiat m.Kalisz;7410.39
3061011;Kalisz (1);7410.39
3062000;Powiat m.Konin;8897.79
3062011;Konin (1);8897.79
3063000;Powiat m.Leszno;8226.06
3063011;Leszno (1);8226.06
3064000;Powiat m.Poznań;8165.32
3064011;Poznań (1);8165.32
3200000;ZACHODNIOPOMORSKIE;6566.48
3201000;Powiat białogardzki;5445.06
3201011;Białogard (1);5146.95
3201022;Białogard (2);4684.54
3201033;Karlino (3);6994.35
3201043;Tychowo (3);5260.78
3202000;Powiat choszczeński;5621.78
3202012;Bierzwnik (2);5790.26
3202023;Choszczno (3);5077.70
3202033;Drawno (3);5856.54
3202042;Krzęcin (2);5245.28
3202053;Pełczyce (3);7015.73
3202063;Recz (3);5684.57
3203000;Powiat drawski;5579.05
3203013;Czaplinek (3);5322.15
3203023;Drawsko Pomorskie (3);5620.98
3203033;Kalisz Pomorski (3);6982.98
3203052;Wierzchowo (2);5887.82
3203063;Złocieniec (3);5009.04
3204000;Powiat goleniowski;5642.53
3204023;Goleniów (3);6371.17
3204033;Maszewo (3);5319.73
3204043;Nowogard (3);4789.36
3204052;Osina (2);4823.93
3204062;Przybiernów (2);5831.30
3204073;Stepnica (3);5444.96
3205000;Powiat gryficki;5940.40
3205012;Brojce (2);6505.06
3205023;Gryfice (3);5513.39
3205032;Karnice (2);5203.63
3205043;Płoty (3);5437.93
3205072;Rewal (2);13110.60
3205083;Trzebiatów (3);5166.74
3206000;Powiat gryfiński;5936.42
3206012;Banie (2);5755.17
3206023;Cedynia (3);7475.16
3206033;Chojna (3);5798.10
3206043;Gryfino (3);6048.08
3206053;Mieszkowice (3);5816.01
3206063;Moryń (3);6082.48
3206072;Stare Czarnowo (2);5751.85
3206083;Trzcińsko-Zdrój (3);5460.97
3206092;Widuchowa (2);5278.31
3207000;Powiat kamieński;6812.71
3207013;Dziwnów (3);11697.74
3207023;Golczewo (3);6565.20
3207033;Kamień Pomorski (3);4870.92
3207043;Międzyzdroje (3);10812.41
3207052;Świerzno (2);5373.17
3207063;Wolin (3);6015.89
3208000;Powiat kołobrzeski;6769.75
3208011;Kołobrzeg (1);6130.70
3208022;Dygowo (2);7499.61
3208033;Gościno (3);8890.71
3208042;Kołobrzeg (2);6910.85
3208052;Rymań (2);7614.70
3208062;Siemyśl (2);5621.50
3208072;Ustronie Morskie (2);10637.23
3209000;Powiat koszaliński;6246.45
3209012;Będzino (2);6018.70
3209022;Biesiekierz (2);6686.29
3209033;Bobolice (3);5492.40
3209042;Manowo (2);4915.95
3209053;Mielno (3);10984.58
3209063;Polanów (3);5464.56
3209073;Sianów (3);5662.02
3209082;Świeszyno (2);7071.96
3210000;Powiat myśliborski;5842.44
3210013;Barlinek (3);5859.51
3210022;Boleszkowice (2);6867.54
3210033;Dębno (3);6041.74
3210043;Myślibórz (3);5321.61
3210052;Nowogródek Pomorski (2);6713.56
3211000;Powiat policki;6448.44
3211012;Dobra (Szczecińska) (2);7229.85
3211022;Kołbaskowo (2);7198.45
3211033;Nowe Warpno (3);5764.08
3211043;Police (3);5759.07
3212000;Powiat pyrzycki;5282.81
3212012;Bielice (2);5349.96
3212022;Kozielice (2);7525.17
3212033;Lipiany (3);4693.11
3212042;Przelewice (2);6072.23
3212053;Pyrzyce (3);4848.04
3212062;Warnice (2);5875.37
3213000;Powiat sławieński;6569.49
3213011;Darłowo (1);6293.17
3213021;Sławno (1);5073.76
3213032;Darłowo (2);8185.96
3213042;Malechowo (2);5853.41
3213052;Postomino (2);9342.43
3213062;Sławno (2);5990.21
3214000;Powiat stargardzki;5426.19
3214011;Stargard (1);5329.96
3214023;Chociwel (3);5532.32
3214033;Dobrzany (3);5231.21
3214042;Dolice (2);5227.20
3214053;Ińsko (3);5079.34
3214062;Kobylanka (2);6353.25
3214082;Marianowo (2);6142.55
3214092;Stara Dąbrowa (2);6744.45
3214102;Stargard (2);5179.63
3214113;Suchań (3);5540.03
3215000;Powiat szczecinecki;5168.47
3215011;Szczecinek (1);4891.07
3215023;Barwice (3);5361.32
3215033;Biały Bór (3);6145.41
3215043;Borne Sulinowo (3);5229.48
3215052;Grzmiąca (2);5057.02
3215062;Szczecinek (2);5623.23
3216000;Powiat świdwiński;5310.82
3216011;Świdwin (1);5124.45
3216022;Brzeżno (2);5328.23
3216033;Połczyn-Zdrój (3);5426.76
3216042;Rąbino (2);5474.57
3216052;Sławoborze (2);5784.19
3216062;Świdwin (2);5072.35
3217000;Powiat wałecki;5373.97
3217011;Wałcz (1);5013.17
3217023;Człopa (3);5863.51
3217033;Mirosławiec (3);6175.99
3217043;Tuczno (3);5168.04
3217052;Wałcz (2);5639.36
3218000;Powiat łobeski;5959.30
3218013;Dobra (3);4819.14
3218023;Łobez (3);5846.45
3218032;Radowo Małe (2);5009.61
3218043;Resko (3);5687.11
3218053;Węgorzyno (3);7717.02
3261000;Powiat m.Koszalin;6980.00
3261011;Koszalin (1);6980.00
3262000;Powiat m.Szczecin;7640.75
3262011;Szczecin (1);7640.75
3263000;Powiat m.Świnoujście;14753.11
3263011;Świnoujście (1);14753.11
